hostname,name,admin_status,oper_status,description,speed,link_mode,link_level_type
DA_HQ_SW_2,ge-0/0/0,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,pfe-0/0/0,up,up,None,800mbps,None,None
DA_HQ_SW_2,pfh-0/0/0,up,up,None,800mbps,None,None
DA_HQ_SW_2,ge-0/0/1,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/2,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/3,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/4,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/5,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/6,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/7,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/8,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/9,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/10,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/11,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/12,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/13,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/14,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/15,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/16,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/17,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/18,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/19,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/20,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/21,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/22,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/23,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/24,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/25,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/26,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/27,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/28,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/29,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/30,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/31,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/32,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/33,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/34,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/35,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/36,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/37,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/38,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/39,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/40,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/41,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/42,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/43,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/44,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/45,up,down,None,Auto,Half-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/46,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,ge-0/0/47,up,up,None,Auto,Full-duplex,Ethernet
DA_HQ_SW_2,xe-0/1/0,up,up,DA_HQ_SW_0,10Gbps,None,Ethernet
DA_HQ_SW_2,xe-0/1/1,up,up,DA_R-D_SW_1,10Gbps,None,Ethernet
DA_HQ_SW_2,xe-0/1/2,up,up,DA_HQ_SW_3,10Gbps,None,Ethernet
DA_HQ_SW_2,bme0,up,up,None,None,None,Ethernet
DA_HQ_SW_2,cbp0,up,up,None,None,None,Ethernet
DA_HQ_SW_2,dsc,up,up,None,None,None,None
DA_HQ_SW_2,esi,up,up,None,Unlimited,None,VxLAN-Tunnel-Endpoint
DA_HQ_SW_2,gre,up,up,None,Unlimited,None,GRE
DA_HQ_SW_2,ipip,up,up,None,Unlimited,None,IP-over-IP
DA_HQ_SW_2,irb,up,up,None,None,None,Ethernet
DA_HQ_SW_2,jsrv,up,up,None,None,None,Ethernet
DA_HQ_SW_2,lo0,up,up,None,None,None,None
DA_HQ_SW_2,lsi,up,up,None,Unlimited,None,LSI
DA_HQ_SW_2,me0,up,down,None,None,None,Ethernet
DA_HQ_SW_2,mtun,up,up,None,Unlimited,None,GRE
DA_HQ_SW_2,pimd,up,up,None,Unlimited,None,PIM-Decapsulator
DA_HQ_SW_2,pime,up,up,None,Unlimited,None,PIM-Encapsulator
DA_HQ_SW_2,pip0,up,up,None,None,None,Ethernet
DA_HQ_SW_2,tap,up,up,None,Unlimited,None,Interface-Specific
DA_HQ_SW_2,vme,up,down,None,None,None,Mgmt-VLAN
DA_HQ_SW_2,vtep,up,up,None,Unlimited,None,VxLAN-Tunnel-Endpoint
